source_id,category,pdf_path,pages,text_characters,pages_without_text,metadata_title,metadata_author,parse_status,parse_error
zhao-2023-expel,memory-and-context,papers/academic/zhao-2023-expel.pdf,38,72846,2,,,ok,
packer-2023-memgpt,memory-and-context,papers/academic/packer-2023-memgpt.pdf,13,57200,0,MemGPT: Towards LLMs as Operating Systems,"Charles Packer, Sarah Wooders, Kevin Lin, Vivian Fang, Shishir G. Patil, Ion Stoica, Joseph E. Gonzalez",ok,
liu-2024-lost-middle,memory-and-context,papers/academic/liu-2024-lost-middle.pdf,18,65406,0,,,ok,
hu-2025-hiagent,memory-and-context,papers/academic/hu-2025-hiagent.pdf,17,78892,0,,,ok,
wu-2024-longmemeval,memory-and-context,papers/academic/wu-2024-longmemeval.pdf,28,104768,0,,,ok,
li-2023-camel,multi-agent,papers/academic/li-2023-camel.pdf,77,209032,0,,,ok,
wu-2023-autogen,multi-agent,papers/academic/wu-2023-autogen.pdf,43,157051,0,,,ok,
du-2023-multiagent-debate,multi-agent,papers/academic/du-2023-multiagent-debate.pdf,27,95853,0,,,ok,
li-2024-more-agents,multi-agent,papers/academic/li-2024-more-agents.pdf,18,55512,0,,,ok,
qian-2024-scaling-collaboration,multi-agent,papers/academic/qian-2024-scaling-collaboration.pdf,18,74062,0,,,ok,
cemri-2025-mas-failures,multi-agent,papers/academic/cemri-2025-mas-failures.pdf,47,135482,0,Why Do Multi-Agent LLM Systems Fail?,Mert Cemri; Melissa Z. Pan; Shuyi Yang; Lakshya A. Agrawal; Bhavya Chopra; Rishabh Tiwari; Kurt Keutzer; Aditya Parameswaran; Dan Klein; Kannan Ramchandran; Matei Zaharia; Joseph E. Gonzalez; Ion Stoica,ok,
choi-2026-agents-fail-explore,multi-agent,papers/academic/choi-2026-agents-fail-explore.pdf,52,144176,0,Multi-Agent LLMs Fail to Explore Each Other,Hyeong Kyu Choi; Jiatong Li; Wendi Li; Xin Eric Wang; Sharon Li,ok,
jimenez-2024-swe-bench,coding-and-evaluation,papers/academic/jimenez-2024-swe-bench.pdf,52,153686,0,,,ok,
yang-2024-swe-agent,coding-and-evaluation,papers/academic/yang-2024-swe-agent.pdf,118,291638,0,,,ok,
xia-2024-agentless,coding-and-evaluation,papers/academic/xia-2024-agentless.pdf,25,96898,0,,,ok,
wang-2024-openhands,coding-and-evaluation,papers/academic/wang-2024-openhands.pdf,38,104815,0,,,ok,
yang-2025-swe-smith,coding-and-evaluation,papers/academic/yang-2025-swe-smith.pdf,46,157604,0,,,ok,
badertdinov-2025-swe-rebench,coding-and-evaluation,papers/academic/badertdinov-2025-swe-rebench.pdf,40,107894,0,SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents,Ibragim Badertdinov; Alexander Golubev; Maksim Nekrashevich; Anton Shevtsov; Simon Karasik; Andrei Andriushchenko; Maria Trofimova; Daria Litvintseva; Boris Yangel,ok,
liu-2023-agentbench,coding-and-evaluation,papers/academic/liu-2023-agentbench.pdf,58,176073,0,AgentBench: Evaluating LLMs as Agents,Xiao Liu; Hao Yu; Hanchen Zhang; Yifan Xu; Xuanyu Lei; Hanyu Lai; Yu Gu; Hangliang Ding; Kaiwen Men; Kejuan Yang; Shudan Zhang; Xiang Deng; Aohan Zeng; Zhengxiao Du; Chenhui Zhang; Sheng Shen; Tianjun Zhang; Yu Su; Huan Sun; Minlie Huang; Yuxiao Dong; Jie Tang,ok,
ma-2024-agentboard,coding-and-evaluation,papers/academic/ma-2024-agentboard.pdf,38,133303,0,,,ok,
mialon-2023-gaia,coding-and-evaluation,papers/academic/mialon-2023-gaia.pdf,24,82222,0,,,ok,
yao-2024-tau-bench,coding-and-evaluation,papers/academic/yao-2024-tau-bench.pdf,50,129807,0,,,ok,
zhou-2023-webarena,coding-and-evaluation,papers/academic/zhou-2023-webarena.pdf,22,78150,0,,,ok,
xie-2024-osworld,coding-and-evaluation,papers/academic/xie-2024-osworld.pdf,51,155793,0,,,ok,
sellier-2024-browsergym,coding-and-evaluation,papers/academic/sellier-2024-browsergym.pdf,33,108927,0,,,ok,
kapoor-2024-agents-matter,coding-and-evaluation,papers/academic/kapoor-2024-agents-matter.pdf,33,115819,0,,,ok,
kapoor-2026-hal,coding-and-evaluation,papers/academic/kapoor-2026-hal.pdf,66,171890,0,Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation,Sayash Kapoor; Benedikt Stroebl; Peter Kirgis; Nitya Nadgir; Zachary S Siegel; Boyi Wei; Tianci Xue; Ziru Chen; Felix Chen; Saiteja Utpala; Franck Ndzomga; Dheeraj Oruganty; Sophie Luskin; Kangheng Liu; Botao Yu; Amit Arora; Dongyoon Hahm; Harsh Trivedi; Huan Sun; Juyong Lee; Tengjun Jin; Yifan Mai; Yifei Zhou; Yuxuan Zhu; Rishi Bommasani; Daniel Kang; Dawn Song; Peter Henderson; Yu Su; Percy Liang; Arvind Narayanan,ok,
zhang-2026-stop-comparing,coding-and-evaluation,papers/academic/zhang-2026-stop-comparing.pdf,17,63410,0,Stop Comparing LLM Agents Without Disclosing the Harness,Yunbei Zhang; Janet Wang; Yingqiang Ge; Weijie Xu; Jihun Hamm; Chandan K. Reddy,ok,
pan-2023-reasoning-action-eval,coding-and-evaluation,papers/academic/pan-2023-reasoning-action-eval.pdf,16,59627,0,,,ok,
xie-2025-planning-barriers,coding-and-evaluation,papers/academic/xie-2025-planning-barriers.pdf,17,62490,0,,,ok,
greshake-2023-indirect-injection,safety,papers/academic/greshake-2023-indirect-injection.pdf,33,116690,0,Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,,ok,
ruan-2023-toolemu,safety,papers/academic/ruan-2023-toolemu.pdf,70,301439,0,,,ok,
zhan-2024-injecagent,safety,papers/academic/zhan-2024-injecagent.pdf,36,113110,0,,,ok,
debenedetti-2024-agentdojo,safety,papers/academic/debenedetti-2024-agentdojo.pdf,26,77489,0,,,ok,
wallace-2024-instruction-hierarchy,safety,papers/academic/wallace-2024-instruction-hierarchy.pdf,13,47024,0,,,ok,
aleithan-2024-swe-bench-plus,coding-and-evaluation,papers/academic/aleithan-2024-swe-bench-plus.pdf,14,45808,0,,,ok,
wang-2026-swe-solved-correctly,coding-and-evaluation,papers/academic/wang-2026-swe-solved-correctly.pdf,13,82851,0,"Are ""Solved Issues"" in SWE-bench Really Solved Correctly? An Empirical Study",You Wang; Michael Pradel; Zhongxin Liu,ok,
zhu-2025-rigorous-agentic-benchmarks,coding-and-evaluation,papers/academic/zhu-2025-rigorous-agentic-benchmarks.pdf,39,135450,0,Establishing Best Practices for Building Rigorous Agentic Benchmarks,Yuxuan Zhu; Tengjun Jin; Yada Pruksachatkun; Andy Zhang; Shu Liu; Sasha Cui; Sayash Kapoor; Shayne Longpre; Kevin Meng; Rebecca Weiss; Fazl Barez; Rahul Gupta; Jwala Dhamala; Jacob Merizian; Mario Giulianelli; Harry Coppock; Cozmin Ududec; Jasjeet Sekhon; Jacob Steinhardt; Antony Kellermann; Sarah Schwettmann; Matei Zaharia; Ion Stoica; Percy Liang; Daniel Kang,ok,
stroebl-2026-inference-scaling-flaws,mathematics-and-evaluation,papers/academic/stroebl-2026-inference-scaling-flaws.pdf,33,86854,0,The Limits of Inference Scaling Through Resampling,Benedikt Stroebl; Sayash Kapoor; Arvind Narayanan,ok,
siegel-2025-core-bench,coding-and-evaluation,papers/academic/siegel-2025-core-bench.pdf,30,103961,0,CORE-Bench: Fostering the Credibility of Published Research Through a Computational Reproducibility Agent Benchmark,Zachary S. Siegel; Sayash Kapoor; Nitya Nadgir; Benedikt Stroebl; Arvind Narayanan,ok,
kwa-2025-long-software-tasks,coding-and-evaluation,papers/academic/kwa-2025-long-software-tasks.pdf,54,153621,0,,,ok,
yao-2026-harness-bench,harness-engineering,papers/academic/yao-2026-harness-bench.pdf,16,53725,0,Harness-Bench: Measuring Harness Effects across Models in Realistic Agent Workflows,Yilun Yao; Xinyu Tan; Chao-Hsuan Liu; Yaoming Li; Zhengyang Wang; Wenhan Yu; Zhewen Tan; Yuxuan Tian; Guangxiang Zhao; Lin Sun; Xiangzheng Zhang; Tong Yang,ok,
prathifkumar-2025-swe-memory,coding-and-evaluation,papers/academic/prathifkumar-2025-swe-memory.pdf,4,19575,0,Does SWE-Bench-Verified Test Agent Ability or Model Memory?,Thanosan Prathifkumar; Noble Saji Mathews; Meiyappan Nagappan,ok,
lewis-2020-rag,memory-and-context,papers/academic/lewis-2020-rag.pdf,19,69056,0,,,ok,
chen-2026-self-correction-illusion,search-and-verification,papers/academic/chen-2026-self-correction-illusion.pdf,15,71947,0,The Self-Correction Illusion: Role Relabeling Gates Explicit Error Flagging in Large Language Models,Kuan-Yen Chen; Fang-Yi Su; Shih-Yen Lin; Bao Li; Jung-Hsien Chiang,ok,
chao-2026-stale,memory-and-context,papers/academic/chao-2026-stale.pdf,37,115691,0,STALE: Can LLM Agents Know When Their Memories Are No Longer Valid?,Hanxiang Chao; Yihan Bai; Rui Sheng; Tianle Li; Yushi Sun,ok,
schaeffer-2025-power-laws,mathematics-and-evaluation,papers/academic/schaeffer-2025-power-laws.pdf,46,139487,0,How Do Large Language Monkeys Get Their Power (Laws)?,"Rylan Schaeffer, Joshua Kazdan, John Hughes, Jordan Juravsky, Sara Price, Aengus Lynch, Erik Jones, Robert Kirk, Azalia Mirhoseini, Sanmi Koyejo",ok,
yang-2025-revisiting-mad,multi-agent,papers/academic/yang-2025-revisiting-mad.pdf,30,89540,0,Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness,Yongjin Yang; Euiin Yi; Jongwoo Ko; Kimin Lee; Zhijing Jin; Se-Young Yun,ok,
choi-2025-debate-or-vote,multi-agent,papers/academic/choi-2025-debate-or-vote.pdf,33,100607,0,,,ok,
liu-2026-acemad,multi-agent,papers/academic/liu-2026-acemad.pdf,25,74572,0,Breaking the Martingale Curse: Multi-Agent Debate via Asymmetric Cognitive Potential Energy,Yuhan Liu; Juntian Zhang; Yichen Wu; Martin Takac; Salem Lahlou; Xiuying Chen; Nils Lukas,ok,
guo-2026-agent-harness-survey,foundations,papers/academic/guo-2026-agent-harness-survey.pdf,29,186009,0,From Question Answering to Task Completion: A Survey on Agent System and Harness Design,Jianyuan Guo; Zhiwei Hao; Chengcheng Wang; Cheng Fan; Tingzhang Luo; Hongguang Li; Ying Gao; Hefei Mei; Jiankun Peng; Rongjian Xu; Minjing Dong; Han Wu; Mengyu Zheng; Kai Han; Shiqi Wang; Chang Xu; Yunhe Wang,ok,
pan-2026-natural-language-harnesses,harness-engineering,papers/academic/pan-2026-natural-language-harnesses.pdf,22,77147,0,Natural-Language Agent Harnesses,Linyue Pan; Lexiao Zou; Shuo Guo; Jingchen Ni; Hai-Tao Zheng,ok,
lee-2026-meta-harness,harness-engineering,papers/academic/lee-2026-meta-harness.pdf,26,83480,0,Meta-Harness: End-to-End Optimization of Model Harnesses,Yoonho Lee; Roshen Nair; Qizheng Zhang; Kangwook Lee; Omar Khattab; Chelsea Finn,ok,
ursekar-2026-harnessopt,harness-engineering,papers/academic/ursekar-2026-harnessopt.pdf,27,59150,0,HarnessOpt-Bench: Evaluating LLMs at Harness Optimization,Varun Ursekar; Apaar Shanker; Yash Maurya; Shehab Yasser; Vijay S. Kalmath; Veronica Chatrath; Yuan Xue,ok,
wu-2026-harnessdev,harness-engineering,papers/academic/wu-2026-harnessdev.pdf,41,129680,0,HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?,Yuhao Wu; Jingyuan Zhang; Jiajun Shi; Xinping Lei; Qingshui Gu; Yuxuan Zhang; Zexuan Wang; Chen He; Chen Huang; Maojia Song; Zhiyuan Zeng; Shaowen Wang; Jinkai Liu; Yunfeng Shi; Jiaheng Liu; Shen Yan; Wenhao Huang; Ge Zhang; Wenxuan Zhang,ok,
huang-2026-memoharness,harness-engineering,papers/academic/huang-2026-memoharness.pdf,20,58792,0,MemoHarness: Agent Harnesses That Learn from Experience,Yue Huang; Wenjie Wang; Han Bao; Yuchen Ma; Xiaonan Luo; Yi Nian; Haomin Zhuang; Zheyuan Liu; Yue Zhao; Xiangliang Zhang,ok,
zhang-2026-jit-agent,harness-engineering,papers/academic/zhang-2026-jit-agent.pdf,24,72211,0,JIT-Agent: Scaling Harness Intelligence via Just-in-Time Harness Evolution,Guibin Zhang; Leo Lu; Fangzhou Xie; Kang Zhu; Junhao Wang; Zhifei Xie; Zhaochen Yu; Zihang Liu; Zhongxiang Sun; Qiankun Li; Yue Liao; Heng Chang; Xiaobin Hu; Qibing Ren; Wangchunshu Zhou; Chuanrui Hu; Yafeng Deng; Shuicheng Yan,ok,
liu-2026-agentflow,harness-engineering,papers/academic/liu-2026-agentflow.pdf,14,82431,0,Synthesizing Multi-Agent Harnesses for Vulnerability Discovery,Hanzhi Liu; Chaofan Shou; Xiaonan Liu; Hongbo Wen; Yanju Chen; Ryan Jingyang Fang; Yu Feng,ok,
luo-2026-autodesign,harness-engineering,papers/academic/luo-2026-autodesign.pdf,29,101250,0,AutoDesign: Meta-Harness Optimization for Long-Horizon Agentic Design,Yaxin Luo; Haobin Jiang; Jialv Zou; Xu Huang; Wenhao Yan; Haodong Li; Zhengrong Yue; Jing Li; Xiaofu Chen; Xiaohan Zhao; Jiacheng Liu; Jiacheng Cui; Zhiqiang Shen; Xiaotong Li,ok,
ke-2026-quine,harness-engineering,papers/academic/ke-2026-quine.pdf,10,51030,0,Quine: Realizing LLM Agents as Native POSIX Processes,Hao Ke,ok,
schmidhuber-2003-godel-machines,self-improving-harnesses,papers/academic/schmidhuber-2003-godel-machines.pdf,30,87013,0,arXiv:cs/0309048v5 [cs.LO] 17 Dec 2006,,ok,
cawley-2010-model-selection-overfitting,self-improving-harnesses,papers/academic/cawley-2010-model-selection-overfitting.pdf,29,81612,0,cawley10a.dvi,,ok,
dwork-2015-adaptive-holdout,self-improving-harnesses,papers/academic/dwork-2015-adaptive-holdout.pdf,29,95496,0,,,ok,
blum-2015-ladder,self-improving-harnesses,papers/academic/blum-2015-ladder.pdf,16,40543,0,,,ok,
laroche-2019-spibb,self-improving-harnesses,papers/academic/laroche-2019-spibb.pdf,34,105980,0,,,ok,
howard-2021-confidence-sequences,self-improving-harnesses,papers/academic/howard-2021-confidence-sequences.pdf,48,154164,0,,,ok,
khattab-2023-dspy,self-improving-harnesses,papers/academic/khattab-2023-dspy.pdf,32,107643,0,,,ok,
fernando-2023-promptbreeder,self-improving-harnesses,papers/academic/fernando-2023-promptbreeder.pdf,64,148815,0,,,ok,
cai-2023-latm,self-improving-harnesses,papers/academic/cai-2023-latm.pdf,23,59314,0,,,ok,
yuan-2023-craft,self-improving-harnesses,papers/academic/yuan-2023-craft.pdf,29,100129,0,,,ok,
zelikman-2024-stop,self-improving-harnesses,papers/academic/zelikman-2024-stop.pdf,46,139193,0,,,ok,
zhang-2024-agentoptimizer,self-improving-harnesses,papers/academic/zhang-2024-agentoptimizer.pdf,22,87554,0,Offline Training of Language Model Agents with Functions as Learnable Weights,"Shaokun Zhang, Jieyu Zhang, Jiale Liu, Linxin Song, Chi Wang, Ranjay Krishna, Qingyun Wu",ok,
zhuge-2024-gptswarm,self-improving-harnesses,papers/academic/zhuge-2024-gptswarm.pdf,25,78688,0,GPTSwarm: Language Agents as Optimizable Graphs,"Mingchen Zhuge, Wenyi Wang, Louis Kirsch, Francesco Faccio, Dmitrii Khizbullin, Jürgen Schmidhuber",ok,
hu-2024-adas,self-improving-harnesses,papers/academic/hu-2024-adas.pdf,34,117310,0,,,ok,
zhang-2024-aflow,self-improving-harnesses,papers/academic/zhang-2024-aflow.pdf,38,116766,0,,,ok,
li-2024-autoflow,self-improving-harnesses,papers/academic/li-2024-autoflow.pdf,11,41379,0,,,ok,
shang-2024-agentsquare,self-improving-harnesses,papers/academic/shang-2024-agentsquare.pdf,25,85220,0,,,ok,
zhou-2024-symbolic-learning,self-improving-harnesses,papers/academic/zhou-2024-symbolic-learning.pdf,16,58099,0,,,ok,
yuan-2024-evoagent,self-improving-harnesses,papers/academic/yuan-2024-evoagent.pdf,26,91208,0,,,ok,
yuksekgonul-2024-textgrad,self-improving-harnesses,papers/academic/yuksekgonul-2024-textgrad.pdf,41,132647,0,,,ok,
yin-2024-godel-agent,self-improving-harnesses,papers/academic/yin-2024-godel-agent.pdf,24,79105,0,"G\""odel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement",Xunjian Yin; Xinyi Wang; Liangming Pan; Li Lin; Xiaojun Wan; William Yang Wang,ok,
sheng-2024-self-improving-computer-agent,self-improving-harnesses,papers/academic/sheng-2024-self-improving-computer-agent.pdf,25,75516,0,,,ok,
nagle-2024-prompt-compression-rate-distortion,self-improving-harnesses,papers/academic/nagle-2024-prompt-compression-rate-distortion.pdf,42,109489,0,,,ok,
wang-2024-quito-x,self-improving-harnesses,papers/academic/wang-2024-quito-x.pdf,16,51320,0,QUITO-X: A New Perspective on Context Compression from the Information Bottleneck Theory,Yihang Wang; Xu Huang; Bowen Tian; Yueyang Su; Lei Yu; Huaming Liao; Yixing Fan; Jiafeng Guo; Xueqi Cheng,ok,
robeyns-2025-sica,self-improving-harnesses,papers/academic/robeyns-2025-sica.pdf,18,63292,0,,,ok,
zhang-2025-darwin-godel-machine,self-improving-harnesses,papers/academic/zhang-2025-darwin-godel-machine.pdf,72,230758,0,Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents,Jenny Zhang; Shengran Hu; Cong Lu; Robert Lange; Jeff Clune,ok,
li-2025-agentswift,self-improving-harnesses,papers/academic/li-2025-agentswift.pdf,18,71281,0,AgentSwift: Efficient LLM Agent Design via Value-guided Hierarchical Search,Yu Li; Lehui Li; Zhihao Wu; Qingmin Liao; Jianye Hao; Kun Shao; Fengli Xu; Yong Li,ok,
zhang-2025-maas,self-improving-harnesses,papers/academic/zhang-2025-maas.pdf,19,70493,0,Multi-agent Architecture Search via Agentic Supernet,Guibin Zhang; Luyang Niu; Junfeng Fang; Kun Wang; Lei Bai; Xiang Wang,ok,
wang-2025-scoreflow,self-improving-harnesses,papers/academic/wang-2025-scoreflow.pdf,24,65909,0,,,ok,
agrawal-2025-gepa,self-improving-harnesses,papers/academic/agrawal-2025-gepa.pdf,96,274216,0,GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,Lakshya A Agrawal; Shangyin Tan; Dilara Soylu; Noah Ziems; Rishi Khare; Krista Opsahl-Ong; Arnav Singhvi; Herumb Shandilya; Michael J Ryan; Meng Jiang; Christopher Potts; Koushik Sen; Alexandros G. Dimakis; Ion Stoica; Dan Klein; Matei Zaharia; Omar Khattab,ok,
gao-2025-self-evolving-agent-survey,self-improving-harnesses,papers/academic/gao-2025-self-evolving-agent-survey.pdf,77,322509,0,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",Huan-ang Gao; Jiayi Geng; Wenyue Hua; Mengkang Hu; Xinzhe Juan; Hongzhang Liu; Shilong Liu; Jiahao Qiu; Xuan Qi; Yiran Wu; Hongru Wang; Han Xiao; Yuhang Zhou; Shaokun Zhang; Jiayi Zhang; Jinyu Xiang; Yixiong Fang; Qiwen Zhao; Dongrui Liu; Qihan Ren; Cheng Qian; Zhenhailong Wang; Minda Hu; Huazheng Wang; Qingyun Wu; Heng Ji; Mengdi Wang,ok,
wolflein-2025-toolmaker,self-improving-harnesses,papers/academic/wolflein-2025-toolmaker.pdf,31,131984,0,LLM Agents Making Agent Tools,Georg Wölflein; Dyke Ferber; Daniel Truhn; Ognjen Arandjelović; Jakob Nikolas Kather,ok,
