"source_id","category","title","publication_status","landing_url","pdf_url","pdf_path","bytes","pages","encrypted","sha256","accessed","fetch_status"
"prathifkumar-2025-swe-memory","coding-and-evaluation","Does SWE-Bench-Verified Test Agent Ability or Model Memory?","preprint","https://arxiv.org/abs/2512.10218","https://arxiv.org/pdf/2512.10218","papers/academic/prathifkumar-2025-swe-memory.pdf","390177","4","no","704998200abd6d5957ecdfcff52faa3a5bc9c14cf31d83b18f723128aeed393f","2026-09-04","verified-existing"
"sellier-2024-browsergym","coding-and-evaluation","The BrowserGym Ecosystem for Web Agent Research","preprint","https://arxiv.org/abs/2412.05467","https://arxiv.org/pdf/2412.05467","papers/academic/sellier-2024-browsergym.pdf","10876140","33","no","98d4d9b8088ca6bc5e0efd613389622b53ffedcb36cb285f093f7e6045499491","2026-09-04","verified-existing"
"siegel-2025-core-bench","coding-and-evaluation","CORE-Bench: Fostering the Credibility of Published Research Through a Computational Reproducibility Agent Benchmark","TMLR-2025","https://arxiv.org/abs/2409.11363","https://arxiv.org/pdf/2409.11363","papers/academic/siegel-2025-core-bench.pdf","2885202","30","no","1d1fbe8a3cf472fc468495e6a3bcd6b90224ba1eae3dac8d8174f98d666c3d76","2026-09-04","verified-existing"
"wang-2024-openhands","coding-and-evaluation","OpenHands: An Open Platform for AI Software Developers as Generalist Agents","ICLR-2025","https://arxiv.org/abs/2407.16741","https://arxiv.org/pdf/2407.16741","papers/academic/wang-2024-openhands.pdf","3293124","38","no","5d802255c4a58104a06147ba736fee09569faf3c26f251e5e9b7eff5d7662c14","2026-09-04","verified-existing"
"wang-2026-swe-solved-correctly","coding-and-evaluation","Are Solved Issues in SWE-bench Really Solved Correctly?","ICSE-2026","https://arxiv.org/abs/2503.15223","https://arxiv.org/pdf/2503.15223","papers/academic/wang-2026-swe-solved-correctly.pdf","1045458","13","no","b2db368d3c9632795c0c719270184b88a5602122a9e5515c51e6acc669af555f","2026-09-04","verified-existing"
"xia-2024-agentless","coding-and-evaluation","Agentless: Demystifying LLM-based Software Engineering Agents","FSE-2025","https://arxiv.org/abs/2407.01489","https://arxiv.org/pdf/2407.01489","papers/academic/xia-2024-agentless.pdf","1384716","25","no","1675c2dcd5ecaef47e8a4356062f60be642cee82e1bbacb044c9d047dce4c856","2026-09-04","verified-existing"
"xie-2024-osworld","coding-and-evaluation","OSWorld: Benchmarking Multimodal Agents for Open-Ended Tasks in Real Computer Environments","NeurIPS-2024","https://arxiv.org/abs/2404.07972","https://arxiv.org/pdf/2404.07972","papers/academic/xie-2024-osworld.pdf","36863784","51","no","d4c6e20dd59467f005561b1e97199f9842fd3b0e9fdd93e66e06ba0ec09edfdb","2026-09-04","verified-existing"
"xie-2025-planning-barriers","coding-and-evaluation","Revealing the Barriers of Language Agents in Planning","NAACL-2025","https://aclanthology.org/2025.naacl-long.93/","https://aclanthology.org/anthology-files/pdf/naacl/2025.naacl-long.93.pdf","papers/academic/xie-2025-planning-barriers.pdf","742362","17","no","4320d496ebf3a01f41e61561d8e47f6b100773415e0c0ec3a4298ba9f4603c20","2026-09-04","verified-existing"
"yang-2024-swe-agent","coding-and-evaluation","SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering","NeurIPS-2024","https://arxiv.org/abs/2405.15793","https://arxiv.org/pdf/2405.15793","papers/academic/yang-2024-swe-agent.pdf","4963538","118","no","d171e0693060b910ceb2cddd0fd4bc7cae302005d42d0d8059bfdbe056c3adba","2026-09-04","verified-existing"
"yang-2025-swe-smith","coding-and-evaluation","SWE-smith: Scaling Data for Software Engineering Agents","preprint","https://arxiv.org/abs/2504.21798","https://arxiv.org/pdf/2504.21798","papers/academic/yang-2025-swe-smith.pdf","3613659","46","no","6752df853569104ae2e55cc1bee09dc3f6b335f7eeae300b6e9fee911f3f2897","2026-09-04","verified-existing"
"yao-2024-tau-bench","coding-and-evaluation","Tau-bench: A Benchmark for Tool-Agent-User Interaction in Real-World Domains","preprint","https://arxiv.org/abs/2406.12045","https://arxiv.org/pdf/2406.12045","papers/academic/yao-2024-tau-bench.pdf","663224","50","no","0ce66a1763d698c61bb311c3c874bf593d1e9a5bfff11bb35f6f72b981f6da56","2026-09-04","verified-existing"
"zhang-2026-stop-comparing","coding-and-evaluation","Stop Comparing LLM Agents Without Disclosing the Harness","OpenReview-2026","https://arxiv.org/abs/2605.23950","https://arxiv.org/pdf/2605.23950","papers/academic/zhang-2026-stop-comparing.pdf","591939","17","no","4b7b9b46dc076753ad9cfc51f2741d3828cdb1e2fc8848c4dcaa49836f4072dc","2026-09-04","downloaded"
"zhou-2023-webarena","coding-and-evaluation","WebArena: A Realistic Web Environment for Building Autonomous Agents","ICLR-2024","https://arxiv.org/abs/2307.13854","https://arxiv.org/pdf/2307.13854","papers/academic/zhou-2023-webarena.pdf","9128123","22","no","f9731b92bc3d29a2ea7b5f9cb46b48540c76bc3f84a57e0c48fc37ea73107f95","2026-09-04","verified-existing"
"zhu-2025-rigorous-agentic-benchmarks","coding-and-evaluation","Establishing Best Practices for Building Rigorous Agentic Benchmarks","NeurIPS-2025","https://arxiv.org/abs/2507.02825","https://arxiv.org/pdf/2507.02825","papers/academic/zhu-2025-rigorous-agentic-benchmarks.pdf","1242188","39","no","6bee07172c55c1146fdc8a14e0a4839854f7b4be36616729fda3ee6d519a698b","2026-09-04","verified-existing"
"guo-2026-agent-harness-survey","foundations","From Question Answering to Task Completion: A Survey on Agent System and Harness Design","preprint","https://arxiv.org/abs/2606.20683","https://arxiv.org/pdf/2606.20683","papers/academic/guo-2026-agent-harness-survey.pdf","1182574","29","no","5d21e1f25dd55857e7d17452be1bc74d14026e0bc7843d84f73f55c17856fdda","2026-09-04","downloaded"
"hariri-2026-test-time-scaling-survey","foundations","Test-Time Scaling in Reasoning LLMs: Inference Regimes, Evaluation, and Reproducibility","preprint","https://arxiv.org/abs/2608.04001","https://arxiv.org/pdf/2608.04001","papers/academic/hariri-2026-test-time-scaling-survey.pdf","1431442","54","no","d5ac888ca9d2f6b15ad3ce1b626bbcd403745805d15d38f750e7e0680d747e32","2026-09-04","verified-existing"
"li-2025-agent-paradigms","foundations","A Review of Prominent Paradigms for LLM-Based Agents: Tool Use, Planning Including RAG, and Feedback Learning","COLING-2025","https://aclanthology.org/2025.coling-main.652/","https://aclanthology.org/2025.coling-main.652.pdf","papers/academic/li-2025-agent-paradigms.pdf","950906","20","no","2e248c36bd6388d6e21820cfa557c66b5e6e632e32f3930d5c3efcfebe7bc9f0","2026-09-04","verified-existing"
"sumers-2024-coala","foundations","Cognitive Architectures for Language Agents","TMLR","https://arxiv.org/abs/2309.02427","https://arxiv.org/pdf/2309.02427","papers/academic/sumers-2024-coala.pdf","2785564","32","no","fd93d2ef1b94f963b652136b8c792b01d7326d861f5ce918926c043934a48dbe","2026-09-04","verified-existing"
"wang-2024-autonomous-agent-survey","foundations","A Survey on Large Language Model based Autonomous Agents","Frontiers of Computer Science","https://arxiv.org/abs/2308.11432","https://arxiv.org/pdf/2308.11432","papers/academic/wang-2024-autonomous-agent-survey.pdf","5788348","42","no","8709507742c260a5a92b4690ffc0459a0ab9af16dc7a5478d253a6e7b57bf23a","2026-09-04","verified-existing"
"xi-2023-rise-agent-survey","foundations","The Rise and Potential of Large Language Model Based Agents: A Survey","preprint","https://arxiv.org/abs/2309.07864","https://arxiv.org/pdf/2309.07864","papers/academic/xi-2023-rise-agent-survey.pdf","6832174","86","no","5e3b2357ff942e1a0e084ae4af3327011a651cf1f155d108065c70af369e24ac","2026-09-04","verified-existing"
"yehudai-2026-agent-evaluation-survey","foundations","A Survey on Evaluation of LLM-based Agents","Findings-ACL-2026","https://aclanthology.org/2026.findings-acl.1330/","https://aclanthology.org/2026.findings-acl.1330.pdf","papers/academic/yehudai-2026-agent-evaluation-survey.pdf","346110","25","no","2c3c80fff5735925378b99528684559e2d47f82e281957dc4b955397186560b1","2026-09-04","verified-existing"
"ahn-2026-prompts-contracts","harness-engineering","From Prompts to Contracts: Harness Engineering for Auditable Enterprise LLM Agents","preprint","https://arxiv.org/abs/2607.08028","https://arxiv.org/pdf/2607.08028","papers/academic/ahn-2026-prompts-contracts.pdf","1686826","32","no","d90ad4ee4e445512e930a291fee7d10ec43c662e7a920eccafd6740cd6f8eb64","2026-09-04","verified-existing"
"barbaste-2026-harness-anatomy","harness-engineering","Harness Engineering: Anatomy, Architecture, and Evolution of Coding Agents -- A Source-Code Study of Eleven Systems","preprint","https://arxiv.org/abs/2609.00006","https://arxiv.org/pdf/2609.00006","papers/academic/barbaste-2026-harness-anatomy.pdf","963456","83","no","e81b5a4855adda8cc5e46db0a05cd69e0d0d542bd49cec6b157c17e6001395d7","2026-09-04","verified-existing"
"dhage-2026-deterministic-harness","harness-engineering","Harness Engineering for Predictable Agentic Systems: An Empirical Study of Deterministic Execution Constraints","preprint","https://arxiv.org/abs/2608.26197","https://arxiv.org/pdf/2608.26197","papers/academic/dhage-2026-deterministic-harness.pdf","177695","9","no","3bafe1cbdb0469a02a736405adf2664825a807edec6fbf13056596d9cd70a595","2026-09-04","verified-existing"
"huang-2026-memoharness","harness-engineering","MemoHarness: Agent Harnesses That Learn from Experience","preprint","https://arxiv.org/abs/2607.14159","https://arxiv.org/pdf/2607.14159","papers/academic/huang-2026-memoharness.pdf","1915311","20","no","491dc8117001be021051c876e6dfef8617a5b6dd34a6030f765811c642ca7e9d","2026-09-04","downloaded"
"jin-2026-heart-tool-primitives","harness-engineering","Harness Engineering in LLM Tool Use via Agent-Native Reusable Tool Primitives","preprint","https://arxiv.org/abs/2609.01736","https://arxiv.org/pdf/2609.01736","papers/academic/jin-2026-heart-tool-primitives.pdf","468562","21","no","1e741d517eb9593cb7f4f07a5542d04288e86ad2a4c0c8260d9976f1ec08dfee","2026-09-04","verified-existing"
"ke-2026-quine","harness-engineering","Quine: Realizing LLM Agents as Native POSIX Processes","preprint","https://arxiv.org/abs/2603.18030","https://arxiv.org/pdf/2603.18030","papers/academic/ke-2026-quine.pdf","749899","10","no","ab9e29ad5aaf7ed9d805d72336bb8e53154c15c68dba2aec07dd146dfaa634e2","2026-09-04","downloaded"
"lee-2026-meta-harness","harness-engineering","Meta-Harness: End-to-End Optimization of Model Harnesses","preprint","https://arxiv.org/abs/2603.28052","https://arxiv.org/pdf/2603.28052","papers/academic/lee-2026-meta-harness.pdf","1078140","26","no","7d9b90f53a9f4801a090f1a4acb843340cde81e4f865f97d53fff2a6a570eb73","2026-09-04","downloaded"
"lin-2026-agentic-harness-evolution","harness-engineering","Agentic Harness Engineering: Observability-Driven Automatic Evolution of Coding-Agent Harnesses","preprint","https://arxiv.org/abs/2604.25850","https://arxiv.org/pdf/2604.25850","papers/academic/lin-2026-agentic-harness-evolution.pdf","1432986","35","no","299f2633b4c13db7bed52434b4db7c48ea621993581014d30e7bcd036d3464df","2026-09-04","verified-existing"
"liu-2026-agentflow","harness-engineering","Synthesizing Multi-Agent Harnesses for Vulnerability Discovery","preprint","https://arxiv.org/abs/2604.20801","https://arxiv.org/pdf/2604.20801","papers/academic/liu-2026-agentflow.pdf","906835","14","no","896f1e7b49bacbb567aa2d4cad74db0afed738982b3863743f20cffed47d2ec7","2026-09-04","downloaded"
"luo-2026-autodesign","harness-engineering","AutoDesign: Meta-Harness Optimization for Long-Horizon Agentic Design","preprint","https://arxiv.org/abs/2608.13560","https://arxiv.org/pdf/2608.13560","papers/academic/luo-2026-autodesign.pdf","19057789","29","no","9e9b8532f29ab9d12756f4dba5cc8d1577feb9b0057ae1ae6f2bcc9f04ce06d8","2026-09-04","downloaded"
"pan-2026-natural-language-harnesses","harness-engineering","Natural-Language Agent Harnesses","preprint","https://arxiv.org/abs/2603.25723","https://arxiv.org/pdf/2603.25723","papers/academic/pan-2026-natural-language-harnesses.pdf","2744087","22","no","8de9eb2456a52487f3db5839e2cab6ae044017260d700183c99de9c14dcbf8dc","2026-09-04","downloaded"
"ruaibox-2026-agent-systems-harness","harness-engineering","Agent Systems with Harness Engineering","OpenReview-2026","https://openreview.net/forum?id=nM5tDHrQsx","https://raw.githubusercontent.com/RUCAIBox/awesome-agent-harness/main/Agent_Systems_with_Harness_Engineering.pdf","papers/academic/ruaibox-2026-agent-systems-harness.pdf","2242088","62","no","3b6a78f65cd82da0c7210677c04bdb49cdfe56934b7e4b5cda2073d2a05df57c","2026-09-04","verified-existing"
"ursekar-2026-harnessopt","harness-engineering","HarnessOpt-Bench: Evaluating LLMs at Harness Optimization","preprint","https://arxiv.org/abs/2608.06301","https://arxiv.org/pdf/2608.06301","papers/academic/ursekar-2026-harnessopt.pdf","716129","27","no","7e8e92f025ede0b279990a9de59827669ef143ca7bd8e1ced56faea7def28152","2026-09-04","downloaded"
"wu-2026-harnessdev","harness-engineering","HarnessDev: Can LLMs Create and Evolve Their Own Agent Harness?","preprint","https://arxiv.org/abs/2609.01437","https://arxiv.org/pdf/2609.01437","papers/academic/wu-2026-harnessdev.pdf","1800192","41","no","1231454f0ae5ccffdb3d031dc8f42eae0cbbaeb61dcd25dddb1855074697dfc0","2026-09-04","downloaded"
"xu-2026-polar","harness-engineering","Polar: Agentic RL on Any Harness at Scale","preprint","https://arxiv.org/abs/2605.24220","https://arxiv.org/pdf/2605.24220","papers/academic/xu-2026-polar.pdf","2185042","17","no","a9f5a30f97fe5683444a7b4cd4b038b6dc2ff4eb160c4d523217deb8f610d77e","2026-09-04","verified-existing"
"yao-2026-harness-bench","harness-engineering","Harness-Bench: Measuring Harness Effects across Models in Realistic Agent Workflows","preprint","https://arxiv.org/abs/2605.27922","https://arxiv.org/pdf/2605.27922","papers/academic/yao-2026-harness-bench.pdf","812724","16","no","859570aa22270af5203be6042595cce1add19dcef2976db748550462ceb2709e","2026-09-04","verified-existing"
"zhang-2026-jit-agent","harness-engineering","JIT-Agent: Scaling Harness Intelligence via Just-in-Time Harness Evolution","preprint","https://arxiv.org/abs/2608.25593","https://arxiv.org/pdf/2608.25593","papers/academic/zhang-2026-jit-agent.pdf","9329005","24","no","5654012b4723f128c26908e0cce6a8c7afd58fe4a69c6688a9a88094bcfe9ebc","2026-09-04","downloaded"
"zhong-2026-harness-runtime","harness-engineering","AI Harness Engineering: A Runtime Substrate for Foundation-Model Software Agents","preprint","https://arxiv.org/abs/2605.13357","https://arxiv.org/pdf/2605.13357","papers/academic/zhong-2026-harness-runtime.pdf","263956","16","no","a1e2d7ce307c662411ca6bd5f833d7dae7f122ce6ef1ddd6d2370e82575b2fb9","2026-09-04","verified-existing"
"chen-2021-codex-passk","mathematics-and-evaluation","Evaluating Large Language Models Trained on Code","preprint","https://arxiv.org/abs/2107.03374","https://arxiv.org/pdf/2107.03374","papers/academic/chen-2021-codex-passk.pdf","1885177","35","no","ebae72ea0e8a5eb2ecbccdb985aec6cc1254a7c4d29e6d4de7866db1e66c4855","2026-09-04","verified-existing"
"schaeffer-2025-power-laws","mathematics-and-evaluation","How Do Large Language Monkeys Get Their Power (Laws)?","ICML-2025","https://arxiv.org/abs/2502.17578","https://arxiv.org/pdf/2502.17578","papers/academic/schaeffer-2025-power-laws.pdf","1949454","46","no","f92c1a62f7e7a5aac8e9d0622fb4dca3ae85e4b735465c08702e80bf709cae65","2026-09-04","downloaded"
"stroebl-2026-inference-scaling-flaws","mathematics-and-evaluation","Inference Scaling fLaws: Limits of LLM Resampling with Imperfect Verifiers","ICLR-2026","https://arxiv.org/abs/2411.17501","https://arxiv.org/pdf/2411.17501","papers/academic/stroebl-2026-inference-scaling-flaws.pdf","2779296","33","no","b0f844bc5223bd39231e316b05db251e77dd9b92cdc2bd124b84a9fdafdbc200","2026-09-04","verified-existing"
"chao-2026-stale","memory-and-context","STALE: Can LLM Agents Know When Their Memories Are No Longer Valid?","preprint","https://arxiv.org/abs/2605.06527","https://arxiv.org/pdf/2605.06527","papers/academic/chao-2026-stale.pdf","5568857","37","no","388f71f1eb952e7d7e7b19c2f25bfc744c47efa8ee00a548093b949432495109","2026-09-04","downloaded"
"hu-2025-hiagent","memory-and-context","HiAgent: Hierarchical Working Memory Management for Solving Long-Horizon Agent Tasks with Large Language Model","ACL-2025","https://arxiv.org/abs/2408.09559","https://arxiv.org/pdf/2408.09559","papers/academic/hu-2025-hiagent.pdf","1512190","17","no","5e907a1013077f79041640294229f702c91a3b23673bed9649fb1bc773a4e25b","2026-09-04","verified-existing"
"lewis-2020-rag","memory-and-context","Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks","NeurIPS-2020","https://arxiv.org/abs/2005.11401","https://arxiv.org/pdf/2005.11401","papers/academic/lewis-2020-rag.pdf","885323","19","no","23e3249e9a1e75418d82efecab0ea8c4d033b89c93742f63208d47ce01f21233","2026-09-04","downloaded"
"liu-2024-lost-middle","memory-and-context","Lost in the Middle: How Language Models Use Long Contexts","TACL-2024","https://arxiv.org/abs/2307.03172","https://arxiv.org/pdf/2307.03172","papers/academic/liu-2024-lost-middle.pdf","747542","18","no","653b29619eae2ae4b361d7bdcdc06db4bedcb1b0eabe31814036beca8c1af0b1","2026-09-04","verified-existing"
"packer-2023-memgpt","memory-and-context","MemGPT: Towards LLMs as Operating Systems","preprint","https://arxiv.org/abs/2310.08560","https://arxiv.org/pdf/2310.08560","papers/academic/packer-2023-memgpt.pdf","663708","13","no","9f674bcff69c86f11c813dcfad613d8841f5f8ed17979e3c4df06a91df7762e0","2026-09-04","verified-existing"
"park-2023-generative-agents","memory-and-context","Generative Agents: Interactive Simulacra of Human Behavior","UIST-2023","https://arxiv.org/abs/2304.03442","https://arxiv.org/pdf/2304.03442","papers/academic/park-2023-generative-agents.pdf","11947867","22","no","1b31e77fb24d25d7598f2c49e955d12a28b95a6dabad34acdac40f44bfb7a139","2026-09-04","verified-existing"
"wang-2023-voyager","memory-and-context","Voyager: An Open-Ended Embodied Agent with Large Language Models","TMLR-2023","https://arxiv.org/abs/2305.16291","https://arxiv.org/pdf/2305.16291","papers/academic/wang-2023-voyager.pdf","18830859","42","no","769a4e33ddeeb73870849232eece49afe882c2d146362e33917ccb432ba0efb8","2026-09-04","verified-existing"
"wu-2024-longmemeval","memory-and-context","LongMemEval: Benchmarking Chat Assistants on Long-Term Interactive Memory","ICLR-2025","https://arxiv.org/abs/2410.10813","https://arxiv.org/pdf/2410.10813","papers/academic/wu-2024-longmemeval.pdf","749169","28","no","05c5d055201466a241a56e082cdd02d39ad566fa04b3804891983e4e069a3fda","2026-09-04","verified-existing"
"zhao-2023-expel","memory-and-context","ExpeL: LLM Agents Are Experiential Learners","AAAI-2024","https://arxiv.org/abs/2308.10144","https://arxiv.org/pdf/2308.10144","papers/academic/zhao-2023-expel.pdf","9870272","38","no","01e533d81fb4a5f91797c073a9b1929acbaa64da45a592b26563ca7d135024f3","2026-09-04","verified-existing"
"zhong-2023-memorybank","memory-and-context","MemoryBank: Enhancing Large Language Models with Long-Term Memory","AAAI-2024","https://arxiv.org/abs/2305.10250","https://arxiv.org/pdf/2305.10250","papers/academic/zhong-2023-memorybank.pdf","516536","11","no","6c60f7f95a872de85179b770edaba584da7a30da37490522394a3e4888aa0059","2026-09-04","verified-existing"
"cemri-2025-mas-failures","multi-agent","Why Do Multi-Agent LLM Systems Fail?","preprint","https://arxiv.org/abs/2503.13657","https://arxiv.org/pdf/2503.13657","papers/academic/cemri-2025-mas-failures.pdf","1188307","47","no","1b9e317a2a421e60ca2b2eda4a30844557a01e63286a790890c0ecef32d25460","2026-09-04","verified-existing"
"choi-2025-debate-or-vote","multi-agent","Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?","NeurIPS-2025","https://papers.nips.cc/paper_files/paper/2025/hash/934252acd87f254d5d4672fbde283bd2-Abstract-Conference.html","https://papers.nips.cc/paper_files/paper/2025/file/934252acd87f254d5d4672fbde283bd2-Paper-Conference.pdf","papers/academic/choi-2025-debate-or-vote.pdf","506116","33","no","0a731f56e50d0fcee9a191e58f586b88d1c7084e75de5f1990b5a103986c0b56","2026-09-04","downloaded"
"choi-2026-agents-fail-explore","multi-agent","Multi-Agent LLMs Fail to Explore Each Other","preprint","https://arxiv.org/abs/2607.11250","https://arxiv.org/pdf/2607.11250","papers/academic/choi-2026-agents-fail-explore.pdf","2277740","52","no","b6157ae2cdac52c1da59014ed12935212f59f40add913dd88db902ef575149c6","2026-09-04","verified-existing"
"du-2023-multiagent-debate","multi-agent","Improving Factuality and Reasoning in Language Models through Multiagent Debate","preprint","https://arxiv.org/abs/2305.14325","https://arxiv.org/pdf/2305.14325","papers/academic/du-2023-multiagent-debate.pdf","1779875","27","no","b302ff15202dc3cda03f40ea1ac92b29e1519978540b345af92991f6d3e619b4","2026-09-04","verified-existing"
"li-2023-camel","multi-agent","CAMEL: Communicative Agents for Mind Exploration of Large Language Model Society","NeurIPS-2023","https://arxiv.org/abs/2303.17760","https://arxiv.org/pdf/2303.17760","papers/academic/li-2023-camel.pdf","7536497","77","no","926c73c2ae9f9abc7612ab58373e428476f4de55db78646ed59de09810db7777","2026-09-04","verified-existing"
"li-2024-more-agents","multi-agent","More Agents Is All You Need","TMLR-2024","https://arxiv.org/abs/2402.05120","https://arxiv.org/pdf/2402.05120","papers/academic/li-2024-more-agents.pdf","1393247","18","no","d948be6a6068835cffe9b6f8b799861e188eea3a0204a90eec70e5faae0cfe57","2026-09-04","verified-existing"
"liu-2026-acemad","multi-agent","Breaking the Martingale Curse: Multi-Agent Debate via Asymmetric Cognitive Potential Energy","preprint","https://arxiv.org/abs/2603.06801","https://arxiv.org/pdf/2603.06801","papers/academic/liu-2026-acemad.pdf","831647","25","no","fb6eab55458e03c9d53bd671e27979a1ef22853adc0a4f560756b721f6a29f09","2026-09-04","downloaded"
"qian-2024-scaling-collaboration","multi-agent","Scaling Large-Language-Model-based Multi-Agent Collaboration","preprint","https://arxiv.org/abs/2406.07155","https://arxiv.org/pdf/2406.07155","papers/academic/qian-2024-scaling-collaboration.pdf","3241680","18","no","218988f7944195a66d57383f4089b01151a3babf86e5e13a3d65b146baddda4f","2026-09-04","verified-existing"
"wu-2023-autogen","multi-agent","AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation","preprint","https://arxiv.org/abs/2308.08155","https://arxiv.org/pdf/2308.08155","papers/academic/wu-2023-autogen.pdf","3571809","43","no","fcf8b1acae6b1bd6f14c92463caa9726828bf998234ba9f10c2411087897c96b","2026-09-04","verified-existing"
"yang-2025-revisiting-mad","multi-agent","Revisiting Multi-Agent Debate as Test-Time Scaling: A Systematic Study of Conditional Effectiveness","preprint","https://arxiv.org/abs/2505.22960","https://arxiv.org/pdf/2505.22960","papers/academic/yang-2025-revisiting-mad.pdf","2865520","30","no","e2c9b426b9527e86494282488a49cef0f1b9ff11a656fab769dfebda587d749d","2026-09-04","downloaded"
"debenedetti-2024-agentdojo","safety","AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents","NeurIPS-2024","https://arxiv.org/abs/2406.13352","https://arxiv.org/pdf/2406.13352","papers/academic/debenedetti-2024-agentdojo.pdf","1042076","26","no","349884fffbf43282591c5accffd57bb651632f38e412fe303114941bdd111b05","2026-09-04","downloaded"
"greshake-2023-indirect-injection","safety","Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection","AISec-2023","https://arxiv.org/abs/2302.12173","https://arxiv.org/pdf/2302.12173","papers/academic/greshake-2023-indirect-injection.pdf","7306999","33","no","428e23e8c7e4f89310e113e38d082b3f65548a8b887188ebc536099061800e81","2026-09-04","downloaded"
"ruan-2023-toolemu","safety","Identifying the Risks of LM Agents with an LM-Emulated Sandbox","ICLR-2024","https://arxiv.org/abs/2309.15817","https://arxiv.org/pdf/2309.15817","papers/academic/ruan-2023-toolemu.pdf","2712591","70","no","2d746c512086bd47084e616a0848c6dd25052dfe8b6da64e42e4c5e2f0050722","2026-09-04","downloaded"
